ZCREW（Z字特遣队）,83,"17 Dec, 2020","Action-Adventure, Singleplayer, Co-op, Post-apocalyptic, Action, Zombies, Multiplayer, Early Access, War, Adventure, Aliens, Combat, Crafting, Online Co-Op, Isometric, Twin Stick Shooter, Top-Down Shooter, Action RPG, Roguelike, Action Roguelike"
Secret of the Magic Crystals,632,"3 Feb, 2010","Time Management, Management, Crafting, Farming Sim, Action-Adventure, Character Customization, Strategy, Cute, 3D, Historical, Horses, LGBTQ+, Casual, Simulation, Cartoony, Colorful, Stylized, Family Friendly, Magic, Fantasy"
The Sapling,66,"12 Dec, 2019","Life Sim, Science, Sandbox, Crafting, God Game, Nature, Artificial Intelligence, Dinosaurs, Procedural Generation, Aliens, Simulation, Education, Cute, Relaxing, Open World, Casual, Colorful, Atmospheric, Singleplayer, Early Access"
Mask of Mists,75,"9 Apr, 2020","Metroidvania, Mystery Dungeon, Puzzle Platformer, Dungeon Crawler, Exploration, Open World, Point & Click, Action-Adventure, Cute, First-Person, Multiple Endings, Puzzle, Action, Colorful, Fantasy, Magic, Atmospheric, Indie, Crafting, Adventure"
Heliopedia,17,"12 Oct, 2021","Simulation, God Game, Sandbox, Creature Collector, Space Sim, Clicker, Exploration, 3D, Space, Colorful, Cute, Stylized, Atmospheric, Building, Crafting, Family Friendly, Funny, Futuristic, Nature, Sci-fi"
Fallen Region,90,"2 Nov, 2020","Action, Adventure, Simulation, Indie, Survival, Zombies, Open World, Building, Crafting, Open World Survival Craft, Sandbox, Post-apocalyptic, Survival Horror, Base Building, Third-Person Shooter, Shooter, Action-Adventure, Gore, Third Person, Early Access"
{Undefined},12,"20 Aug, 2021","Early Access, Adventure, Simulation, Strategy, Sandbox, Space Sim, Exploration, 3D, First-Person, Cinematic, Realistic, Voxel, Atmospheric, Crafting, Automation, Building, Mining, Relaxing, Family Friendly, Lore-Rich"
Revhead,341,"9 Mar, 2017","Automobile Sim, Simulation, Building, Racing, Sports, Indie, Strategy, Singleplayer, Driving, Management, Open World, Sandbox, First-Person, Anime, Realistic, Logic, Memes, Crafting, Physics, Choices Matter"
Remains,77,"8 Jun, 2021","Early Access, Exploration, Sandbox, Survival, Crafting, Space, Science, Base Building, Building, First-Person, 3D, Relaxing, Multiple Endings, Open World, Simulation, Colorful, Sci-fi, Atmospheric, Adventure, Singleplayer"
My Free Farm 2,497,"3 Apr, 2018","Free to Play, Casual, Simulation, Building, City Builder, Multiplayer, Crafting, Agriculture, Singleplayer, Relaxing, Resource Management, Colorful, Adventure, Clicker, Cartoony, Cute, Point & Click, Co-op, 3D Vision, Farming Sim"
Deep Despair,208,"17 Feb, 2020","Action, Adventure, RPG, Indie, Crafting, Survival, Open World, Exploration, Sandbox, 2D, Pixel Graphics, Building, Top-Down, Underground, Retro, Minimalist, Relaxing, Great Soundtrack, Open World Survival Craft, Casual"
Planet Nomads,1616,"3 May, 2019","Sci-fi, Procedural Generation, Physics, Driving, Open World Survival Craft, Indie, Voxel, Sandbox, Survival, Destruction, Singleplayer, Automation, Aliens, Multiple Endings, Grand Strategy, Realistic, 3D, Flight, Crafting, Simulation"
Gnomoria,2742,"23 Feb, 2016","Colony Sim, Sandbox, City Builder, Strategy, Simulation, Indie, Building, Survival, Crafting, Singleplayer, Isometric, Fantasy, Resource Management, Management, Pixel Graphics, Base Building, RTS, 2D, Addictive, Early Access"
Ultimate Racing 2D 2,16,"12 Oct, 2021","Early Access, Racing, Simulation, Automobile Sim, Arcade, Combat Racing, Top-Down, Split Screen, Sports, Retro, Driving, Controller, Vehicular Combat, Crafting, PvP, 4 Player Local, Asynchronous Multiplayer, Local Multiplayer, Multiplayer, Singleplayer"
The Bonfire 2: Uncharted Shores,194,"21 Aug, 2020","Colony Sim, Survival, Strategy, Simulation, Indie, Resource Management, Base Building, City Builder, Crafting, Building, Isometric, Singleplayer, Sequel, Fantasy, Medieval"
HEXCRAFT: Harlequin Fair,12,"22 Oct, 2021","RPG, Immersive Sim, Choices Matter, Female Protagonist, First-Person, Magic, LGBTQ+, Crafting, Multiple Endings, Conspiracy, Stylized, Atmospheric, Illuminati, Shooter, Survival Horror, 1990's, Souls-like, Nonlinear, 3D, Singleplayer"
Deathtrap,1484,"4 Feb, 2015","Tower Defense, RPG, Action, Strategy, Indie, Co-op, Fantasy, Multiplayer, Isometric, Controller, Action RPG, Dark Fantasy, Singleplayer, Blood, Hack and Slash, Gothic, Steampunk, Online Co-Op, Magic, Crafting"
From Frontier,136,"24 Jul, 2020","JRPG, Sexual Content, Nudity, Mystery Dungeon, Romance, Anime, RPG, Party-Based RPG, 2D, Cute, Funny, Turn-Based Combat, Colorful, Fantasy, Magic, Adventure, Singleplayer, RPGMaker, Crafting, Beautiful"
Spiritfarer® - Digital Artbook,17,"18 Aug, 2020","Adventure, Indie, Simulation, Platformer, Building, Crafting, Story Rich, Exploration, Funny, 2D, Atmospheric, Emotional, Hand-drawn, Female Protagonist, Management, Fishing, Farming Sim"
Picontier / ピコンティア,71,"6 Nov, 2020","Pixel Graphics, Top-Down, Crafting, Action-Adventure, Farming Sim, Fantasy, Action RPG, Agriculture, Exploration, RPG, Singleplayer, Adventure, Story Rich, Action, Comic Book, Drama, Relaxing, Combat, Fishing, Early Access"
Smoke and Sacrifice,189,"31 May, 2018","RPG, Adventure, Female Protagonist, Survival, Crafting, Indie, 2D, Singleplayer, Open World"
Pestis,63,"10 May, 2018","Horror, Education, Outbreak Sim, Medical Sim, Survival, Exploration, Open World, Medieval, Science, Crafting, Tutorial, Perma Death, 2D, Historical, Choices Matter, Simulation, Hand-drawn, Dystopian , Logic, Mythology"
Rover Mechanic Simulator,262,"12 Nov, 2020","Simulation, Indie, Building, Singleplayer, Sandbox, Education, Realistic, Science, Space, Exploration, Mars, Sci-fi, Replay Value, Space Sim, Family Friendly, Difficult, Automation, Physics, Crafting, Management"
Wrongworld,338,"11 May, 2018","Open World Survival Craft, Adventure, Simulation, Action, Indie, Survival, Open World, Sandbox, Crafting, Building, Funny, Exploration, Singleplayer, Comedy, Replay Value, Cute, Perma Death, Roguelike, Surreal"
Junk Jack,377,"30 Nov, 2016","Open World Survival Craft, Adventure, Sandbox, 2D, Survival, Indie, Crafting, Action, Multiplayer, Building, Pixel Graphics, Open World, Co-op, Base Building, Platformer, Early Access"
Kingdom Builders,174,"24 Jun, 2021","City Builder, Strategy, Colony Sim, Action RPG, Building, Exploration, Action, RPG, Party-Based RPG, Top-Down, Cute, Base Building, Management, Medieval, Crafting, Survival, Combat, Singleplayer, Early Access, Indie"
Fantasy Blacksmith,746,"15 Nov, 2019","Simulation, Indie, Medieval, Magic, Replay Value, Resource Management, Management, Atmospheric, 3D, RPG, Crafting, Puzzle, Mystery, Inventory Management, Great Soundtrack, Dark, Early Access, Singleplayer"
Medieval Engineers,5199,"19 Feb, 2015","Building, Sandbox, Medieval, Physics, Open World, Destruction, Multiplayer, Simulation, Crafting, Survival, Strategy, Early Access, Action, Singleplayer, Indie, Realistic, Co-op, Adventure, Atmospheric, Voxel"
Out of Reach,2290,"13 Jul, 2018","Open World Survival Craft, Survival, Open World, Multiplayer, Crafting, Building, Massively Multiplayer, Adventure, Sandbox, Action, Exploration, Base Building, Co-op, PvP, First-Person, Simulation, Indie, Early Access, Hunting, RPG"
Gone: Survival,93,"20 Oct, 2020","Adventure, Action, Simulation, Indie, Survival, Open World Survival Craft, Zombies, Multiplayer, Open World, Co-op, Base Building, Crafting, Survival Horror, Sandbox, Building, Post-apocalyptic, Shooter, Action-Adventure, Third-Person Shooter, Early Access"
The Solus Project,2310,"7 Jun, 2016","Survival, Adventure, Exploration, Sci-fi, VR, Singleplayer, Survival Horror, First-Person, Atmospheric, Space, Story Rich, Simulation, Horror, Indie, Walking Simulator, Open World, Mystery, Crafting, Psychological Horror, Sandbox"
Stars End,668,"14 Oct, 2019","Action, Massively Multiplayer, Simulation, Adventure, Survival, Indie, Space, Open World Survival Craft, Multiplayer, Open World, Sci-fi, Crafting, Building, Early Access, Singleplayer, Third Person, Sandbox, FPS, First-Person, Shooter"
Stars End,668,"14 Oct, 2019","Action, Massively Multiplayer, Simulation, Adventure, Survival, Indie, Space, Open World Survival Craft, Multiplayer, Open World, Sci-fi, Crafting, Building, Early Access, Singleplayer, Third Person, Sandbox, FPS, First-Person, Shooter"
Aron's Adventure,121,"7 Apr, 2021","Action, Indie, RPG, Adventure, Open World, Action-Adventure, Action RPG, Fantasy, Singleplayer, Atmospheric, Dragons, Crafting, Story Rich, Platformer, Zombies"
Craft Craft Craft!,12,"21 Jul, 2021","Crafting, Casual, Medieval, Resource Management, Simulation, Management, Pixel Graphics, Strategy, Immersive Sim, Time Management, Turn-Based Strategy, 2D, Clicker, Colorful, Cute, Relaxing, Linear, Singleplayer, Auto Battler, Life Sim"
Gnomes & Goblins,95,"23 Sep, 2020","Indie, Casual, VR, Immersive Sim, Atmospheric, Singleplayer, Adventure, Interactive Fiction, Action-Adventure, Fantasy, Cute, Family Friendly, Crafting, Simulation"
The Persistence,97,"20 May, 2020","Horror, FPS, Survival Horror, Sci-fi, Stealth, VR, Survival, Action-Adventure, Female Protagonist, First-Person, Asymmetric VR, PvP, Procedural Generation, Story Rich, Action, Space, Zombies, Atmospheric, Crafting, Adventure"
KeepUp Survival,119,"26 Feb, 2021","Early Access, Simulation, Action, Indie, Adventure, Gore, Open World Survival Craft, Survival, Multiplayer, Open World, FPS, Co-op, Singleplayer, Sandbox, Crafting, PvE, PvP, Bullet Time, Building, Atmospheric"
Outlaws of the Old West,4916,"12 Mar, 2019","Open World Survival Craft, Survival, Western, Open World, Multiplayer, Massively Multiplayer, Indie, Adventure, Early Access, Strategy, RPG, Action, Casual, Base Building, Crafting, Singleplayer, Story Rich, Choices Matter, Management, Memes"
DPS IDLE,368,"21 Aug, 2021","Idler, Clicker, Card Game, Free to Play, Casual, Fantasy, Class-Based, Trading Card Game, Singleplayer, Indie, Deckbuilding, Resource Management, 2D, Early Access, Card Battler, Strategy, Crafting"
Mars: War Logs,1863,"26 Apr, 2013","RPG, Action, Sci-fi, Third Person, Mars, Cyberpunk, Singleplayer, Action RPG, Story Rich, Adventure, Crafting, Post-apocalyptic, Atmospheric, Open World"
Animallica,627,"5 Jul, 2017","Adventure, Indie, Simulation, Action, Open World Survival Craft, Crafting, Survival, Early Access, Hunting, Open World, Post-apocalyptic, Singleplayer, Building, First-Person, Female Protagonist, Base Building, Sandbox, Horses, Nature, Cats"
Mists of Noyah,356,"27 May, 2020","Indie, RPG, Action, Pixel Graphics, Multiplayer, Survival, Early Access, Platformer, Online Co-Op, Crafting, Co-op, Exploration, Adventure, Roguelike, Difficult, Sandbox, Open World, Survival Horror, Fantasy, Hack and Slash"
The Trail: Frontier Challenge,242,"15 Aug, 2017","Adventure, Indie, Simulation, Walking Simulator, Crafting, RPG, Multiplayer"
Dredgers,262,"23 Oct, 2019","Action Roguelike, Hack and Slash, Traditional Roguelike, Class-Based, Dungeon Crawler, Roguelike, Magic, Action RPG, RPG, 2D, Top-Down, Swordplay, Bullet Time, Singleplayer, Real-Time with Pause, Pixel Graphics, Fantasy, Crafting, Medieval, Loot"
Star Chef 2: Cooking Game,63,"9 Aug, 2021","Casual, Simulation, Farming Sim, Life Sim, Trivia, City Builder, Time Management, Immersive Sim, Isometric, Cooking, Family Friendly, Crafting, Base Building, Inventory Management, PvP, Team-Based, Singleplayer, Free to Play, Multiplayer, Management"
Savage Lands,4082,"5 Mar, 2015","Open World Survival Craft, Survival, Open World, Multiplayer, Crafting, Fantasy, Adventure, RPG, Action, Early Access, Sandbox, Co-op, Medieval, Indie, Simulation, First-Person, Singleplayer, Dragons, Atmospheric, FPS"
Faerie Solitaire Dire,24,"7 Sep, 2020","Early Access, Card Battler, Solitaire, Collectathon, Casual, Exploration, Match 3, Board Game, Card Game, RPG, Action, Strategy, Cute, Relaxing, Deckbuilding, Anime, Colorful, Fantasy, Family Friendly, Crafting"
Cubic Castles,4257,"13 Aug, 2014","Free to Play, Open World Survival Craft, Building, Multiplayer, Sandbox, Open World, Massively Multiplayer, Crafting, Adventure, Cute, Survival, Casual, Indie, Co-op, Action, 3D Platformer, RPG, MMORPG, Singleplayer, 2D"
Harvest Moon: One World,19,"7 Sep, 2021","Adventure, Simulation, RPG, Farming Sim, Cartoony, Choose Your Own Adventure, Crafting, 3D, Agriculture, Colorful, Singleplayer"
Bridge Constructor: The Walking Dead,64,"19 Nov, 2020","Simulation, Zombies, Post-apocalyptic, Puzzle, Physics, Sandbox, Singleplayer, Building, Casual, Crafting, Strategy, Stylized, Great Soundtrack, Difficult, Adventure, Indie"
Himeko Sutori,141,"31 Jan, 2021","RPG, Indie, Strategy, Turn-Based Tactics, Hex Grid, Anime, JRPG, Turn-Based, Crafting, Singleplayer, Strategy RPG, Turn-Based Combat, Moddable, Story Rich, Turn-Based Strategy"
Hollow Island,57,"29 Jan, 2020","Indie, Crafting, Open World, Pixel Graphics, Adventure"
Drive 4 Survival,119,"15 Oct, 2020","Early Access, Open World, Post-apocalyptic, Action, Driving, Shooter, Sandbox, Survival, Exploration, Racing, Automobile Sim, Base Building, Singleplayer, First-Person, Stylized, Zombies, Atmospheric, Building, Crafting, Survival Horror"
Reptiles: In Hunt,37,"29 Jul, 2021","Hack and Slash, Loot, Dinosaurs, Survival, Singleplayer, Exploration, Action-Adventure, Parkour, Adventure, Hunting, Character Action Game, Stealth, Third Person, Nature, Fighting, Post-apocalyptic, Action, Crafting, Spectacle fighter, Simulation"
Doom & Destiny Worlds,65,"18 Sep, 2020","Local Co-Op, Crafting, Open World, JRPG, Survival, Base Building, Exploration, Character Customization, Party-Based RPG, RPG, Building, Turn-Based Combat, Pixel Graphics, Comedy, Colorful, Adventure, Nature, Cute, Anime, Controller"
FreeCell Quest,225,"19 Oct, 2015","Solitaire, Card Battler, Casual, Exploration, Open World, Difficult, Turn-Based, Card Game, Tabletop, Board Game, RPG, Strategy, 2D, Cute, Action, Puzzle, Colorful, Fantasy, Singleplayer, Crafting"
Industrial Petting,50,"17 Mar, 2020","Casual, Early Access, Indie, Strategy, Simulation, Adventure, VR, Online Co-Op, Cute, Family Friendly, Relaxing, Resource Management, Co-op, Base Building, Colorful, First-Person, Agriculture, Crafting, Multiplayer, Sandbox"
ECO HOLE,15,"7 Oct, 2021","Adventure, Action, Puzzle, 3D, Isometric, Third Person, Realistic, Atmospheric, Survival, Conspiracy, Loot, Dark, Sci-fi, Co-op, PvE, Crafting, Inventory Management, Multiplayer, Singleplayer, Gore"
Indoorlands,51,"14 Jul, 2021","Simulation, Management, Strategy, Building, Indie, Resource Management, 3D, Early Access, Isometric, Family Friendly, Singleplayer, Sandbox, City Builder, Colorful, Cute, Crafting, Casual, Economy, Level Editor, Relaxing"
Forge and Fight!,20,"1 Dec, 2020","Casual, Indie, Action, Funny, Multiplayer, Sandbox, Crafting, Comedy, Cartoony, Combat, Simulation, Physics, Strategy, Fighting"
Darwin Project,18356,"13 Jan, 2020","Battle Royale, Multiplayer, Survival, Action, PvP, Open World, Early Access, Indie, Co-op, Massively Multiplayer, Shooter, Adventure, Crafting, Strategy, Third Person, FPS, Third-Person Shooter, Casual, Atmospheric, Singleplayer"
Star Shelter,349,"23 Oct, 2018","VR, Open World Survival Craft, Local Co-Op, Roguelite, Procedural Generation, Base Building, Exploration, Open World, FPS, Survival, Space, Crafting, Sandbox, Space Sim, RPG, Action, Simulation, Sci-fi, Adventure, Resource Management"
Teleglitch: Die More Edition,900,"24 Jul, 2013","Action Roguelike, Roguelike, Indie, Top-Down Shooter, Action, Difficult, Perma Death, Singleplayer, Sci-fi, Roguelite, Top-Down, Pixel Graphics, Procedural Generation, Crafting, Survival Horror, Horror, Retro, Survival, Shooter, Atmospheric"
FarSky,3055,"25 Apr, 2014","Survival, Open World Survival Craft, Open World, Underwater, Sandbox, Adventure, Crafting, Building, First-Person, Exploration, Indie, Singleplayer, Multiplayer, Atmospheric, Simulation, Action, FPS, Casual, Horror, Short"
CrossWorlds: Escape,98,"20 Mar, 2020","Open World Survival Craft, Survival, Exploration, Open World, Sandbox, Base Building, Crafting, Nature, Difficult, RPG, First-Person, Simulation, Action, Magic, Fantasy, Atmospheric, Adventure, Singleplayer, Co-op, Multiplayer"
StarMade,2128,"4 Dec, 2014","Space, Sandbox, Open World, Multiplayer, Building, Sci-fi, Voxel, Adventure, Indie, Action, Crafting, Early Access, Simulation, Exploration, Strategy, RPG, Space Sim, Co-op, Singleplayer, Massively Multiplayer"
Malmyr,12,"21 Dec, 2020","Puzzle, City Builder, Building, Resource Management, Economy, Clicker, Tabletop, Automation, Transportation, Management, Strategy, Base Building, Story Rich, Funny, Linear, Medieval, Mining, Crafting, Isometric, Agriculture"
Chaotic Airport Construction Manager,190,"17 Sep, 2020","Simulation, Satire, Strategy, Comedy, Funny, Text-Based, Parody , Building, Crafting, Management, City Builder, Minimalist, Education, Politics, Political, Tactical, Economy, Memes, Tutorial, 3D"
Almighty: Kill Your Gods,259,"5 May, 2021","Early Access, Looter Shooter, Hack and Slash, Souls-like, Collectathon, Action RPG, RPG, Third Person, Open World, Action, Fantasy, Atmospheric, Crafting, Adventure, Co-op, Co-op Campaign, Multiplayer, Online Co-Op, Singleplayer, Indie"
Escape The Pacific,385,"23 Feb, 2018","Survival, Action, Adventure, RPG, Simulation, Crafting, Building, Open World, Open World Survival Craft, Indie, Early Access, Sandbox, Singleplayer, Exploration, First-Person, Realistic, Underwater, Atmospheric, Sailing, Multiplayer"
Evolution of Ages: Settlements,253,"3 Aug, 2018","Indie, Simulation, Strategy, RPG, Crafting, Management, Base Building"
My Island,1230,"30 Jan, 2019","Survival, Open World Survival Craft, Adventure, Open World, Simulation, Multiplayer, Crafting, Casual, Early Access, Indie, RPG, Building, Nudity, Character Customization, Singleplayer, Sexual Content"
Simson Tuningwerkstatt 3D,95,"3 Dec, 2018","Simulation, 3D, Bikes, Motorbike, Building, Crafting, Realistic, Singleplayer, Automobile Sim, Software, Casual"
Maritime Calling,10,"28 Sep, 2021","Adventure, RPG, Simulation, Roguelike, Roguelite, Naval, 3D, Pirates, Survival, Combat, Crafting, Open World, Perma Death, Procedural Generation, Sailing, Trading, Singleplayer, Early Access, Naval Combat"
Slick Racing Game,20,"18 Jun, 2021","Early Access, Action, Destruction, Vehicular Combat, Level Editor, Combat Racing, Combat, Crafting, PvP, Multiplayer, Automobile Sim, Arcade, Character Customization, Loot, Racing, 3D, Third Person, Survival, Team-Based, Driving"
Alchemy Garden,233,"18 Oct, 2019","Early Access, Singleplayer, Crafting, Simulation, Relaxing, Medieval, Life Sim, Management, 3D, Farming Sim, Sandbox, Casual, Collectathon, Exploration, First-Person, Trading, Nonlinear, Controller, Nature, Agriculture"
Reign of Darkness,238,"20 Nov, 2019","MMORPG, Open World, Early Access, Adventure, Casual, Indie, Dark Fantasy, Action RPG, Strategy RPG, Horror, Choose Your Own Adventure, Grand Strategy, Hack and Slash, Third Person, Magic, Dragons, Werewolves, Medieval, Massively Multiplayer, Crafting"
Coronation,14,"1 Oct, 2021","Action, Strategy, Action RPG, City Builder, Real Time Tactics, Wargame, 3D, Stylized, Management, Medieval, Base Building, Combat, Crafting, Open World, PvE, PvP, Resource Management, Multiplayer, Early Access, Violent"
A Game of Dwarves,332,"23 Oct, 2012","Strategy, Casual, City Builder, Fantasy, Building, Simulation, Crafting, Singleplayer"
Captain Forever Trilogy,66,"22 May, 2018","Action, Strategy, 2D, Building, Crafting, Indie, Physics, Space, Shoot 'Em Up, Singleplayer, Replay Value, Science, Space Sim, Shooter, Sandbox, Exploration, Sci-fi, Simulation, Adventure, Story Rich"
Project: Gorgon,1408,"12 Mar, 2018","Massively Multiplayer, RPG, Indie, MMORPG, Early Access, Sexual Content, Fantasy, Open World, Sandbox, Crafting, Adventure"
The Rule of Land: Pioneers,246,"8 Sep, 2020","Survival, Resource Management, Inventory Management, Crafting, Base Building, Simulation, Hunting, Building, Singleplayer, 2.5D, Open World Survival Craft, Indie, Adventure, Early Access, Post-apocalyptic, RPG, Roguelike, Sci-fi, Strategy, 2D"
Thousand Threads,60,"30 Jul, 2020","Exploration, Open World, Nature, Atmospheric, Indie, Adventure, Relaxing, Choices Matter, Crafting, Hunting, Walking Simulator, FPS, Action-Adventure, Cute, First-Person, Funny, Nonlinear, Simulation, Colorful, Stylized"
The Warhorn,222,"29 Jan, 2019","RPG, Adventure, Action, Indie, Open World Survival Craft, Early Access, Survival, Open World, Building, Sandbox, Exploration, Crafting, Colorful, Great Soundtrack, Puzzle, Mystery, Multiplayer"
Mercenary Kings: Reloaded Edition,1139,"25 Mar, 2014","Action, Indie, 2D, Co-op, Pixel Graphics, Platformer, Side Scroller, Local Co-Op, Crafting, Adventure, Shooter, RPG, Split Screen, Retro, Online Co-Op, Local Multiplayer, Shoot 'Em Up, Arcade, Kickstarter, Female Protagonist"
Nira,44,"14 Oct, 2021","Fishing, Hunting, Abstract, Open World Survival Craft, Minimalist, Survival, Pixel Graphics, Open World, Procedural Generation, Singleplayer, Exploration, Crafting, RPG, Indie, Colorful, Adventure, 2D, Base Building, Retro, Fighting"
Mercury Fallen,119,"16 Oct, 2017","Colony Sim, Base Building, Management, Singleplayer, Casual, Simulation, Building, Procedural Generation, Underground, Exploration, Mining, Agriculture, Robots, Early Access, Space, Science, Crafting, Survival, Strategy, Sci-fi"
SAELIG,497,"30 Jun, 2017","Simulation, RPG, Strategy, Early Access, Indie, Economy, Trading, Medieval, Atmospheric, Management, Open World, Singleplayer, Building, Crafting, Sandbox, Fantasy, Historical, Life Sim, Strategy RPG, Medical Sim"
ComPressure,33,"3 May, 2021","Automation, Programming, Building, Sandbox, Puzzle, Investigation, Education, Science, Crafting, Management, Physics, Strategy, Top-Down, Alternate History, 2D, Open World, Casual, Simulation, Hand-drawn, Minimalist"
Star Story: The Horizon Escape,96,"5 Sep, 2017","Adventure, RPG, Choices Matter, Multiple Endings, Text-Based, Hand-drawn, Roguelite, Point & Click, Turn-Based Combat, Casual, Lore-Rich, Nonlinear, 2D, Story Rich, Choose Your Own Adventure, Visual Novel, Comic Book, Crafting, Western, Turn-Based"
汽车帝国,51,"13 Aug, 2021","Simulation, Automobile Sim, 3D Platformer, Cartoon, Third Person, Crafting, Management, Strategy, Early Access, Indie, Resource Management"
Winter Resort Simulator,536,"12 Dec, 2019","Simulation, Casual, Indie, Economy, Moddable, Management, Realistic, Singleplayer, First-Person, Crafting, Strategy, Atmospheric, Relaxing, Adventure, Family Friendly, Physics, Replay Value, Colorful, Building, Multiplayer"
Airmen,233,"25 Jul, 2017","Action, Indie, Strategy, Building, Steampunk, Sandbox, Online Co-Op, Multiplayer, Flight, First-Person, PvP, Crafting, Co-op, PvE, Team-Based, Open World, FPS, Shooter, Adventure, Tactical"
WWII TCG - World War 2: The Card Game,352,"22 Feb, 2019","Free to Play, Strategy, Simulation, Card Game, World War II, Trading Card Game, Multiplayer, Military, War, Tanks, Difficult, Turn-Based Strategy, Singleplayer, Co-op, Local Multiplayer, Crafting, Indie, Great Soundtrack"
Unferat,76,"31 May, 2020","Simulation, RPG, Violent, Villain Protagonist, Magic, Dark Fantasy, Dark, Crafting, Resource Management, Adventure, Zombies, Survival, Horror, Fantasy, Open World, Indie, Atmospheric, Singleplayer, Sandbox, Replay Value"
Bermuda - Lost Survival,432,"26 Sep, 2020","Open World Survival Craft, Sandbox, Base Building, Underwater, Survival, Crafting, Exploration, Building, Indie, Open World, Atmospheric, Singleplayer, Controller, First-Person, Adventure, Action, Early Access, Strategy, Co-op, Horror"
Survival Vacancy,63,"19 Feb, 2021","Colony Sim, Strategy, Simulation, Indie, Building, Automation, Crafting, Survival, Base Building, Management, Sandbox, Inventory Management, Early Access, Resource Management, Co-op, 2D, Multiplayer, Mining, City Builder, Open World Survival Craft"
Gloria Victis  - Official Soundtrack,15,"9 Jun, 2016","RPG, Massively Multiplayer, Indie, Action, Medieval, Swordplay, Multiplayer, Crafting, PvP, Adventure, Survival, Simulation, Economy, Historical, Realistic"
Hold Your Own,394,"30 Nov, 2017","Survival, Crafting, Action, Early Access, Indie, Simulation, Adventure, Multiplayer, Open World, Singleplayer, Base Building"
Potion Party,29,"8 Apr, 2021","Casual, Indie, Colorful, Pixel Graphics, Fantasy, Medieval, Singleplayer, Co-op, Local Multiplayer, 4 Player Local, Multiplayer, Crafting, Farming Sim, Management, Time Management, 2D, Cute, Capitalism, Resource Management, Team-Based"
Northern Lights,89,"14 Dec, 2020","Early Access, Survival, Open World Survival Craft, Open World, Exploration, Atmospheric, Sandbox, Realistic, First-Person, Hunting, Crafting, Post-apocalyptic, Replay Value, Multiple Endings, Singleplayer, Simulation, Mystery, Walking Simulator, Nature, FPS"
Twilight Memoria,17,"20 Aug, 2021","JRPG, Crafting, Fantasy, RPG, Anime, Top-Down, Linear, Story Rich, Singleplayer, Pixel Graphics, Strategy RPG, Dungeon Crawler, Adventure, 2D, RPGMaker, Party-Based RPG, Controller, Great Soundtrack"
Exoplanet: First Contact,185,"9 Dec, 2016","Western, Exploration, Open World, Sci-fi, Choices Matter, Nonlinear, PvE, Third Person, Gun Customization, Action RPG, Lore-Rich, Realistic, Singleplayer, Crafting, RPG, Atmospheric, Survival, Early Access, Action, Indie"
Inferno - Beyond the 7th Circle,28,"30 Apr, 2021","RPG, Dungeon Crawler, Gore, Grid-Based Movement, Singleplayer, Survival, 1990's, Horror, Exploration, First-Person, CRPG, Dark, Dark Fantasy, Demons, Dystopian , Old School, Post-apocalyptic, Character Customization, Crafting, Open World"
Pantropy,208,"31 Jan, 2019","Action, Indie, Survival, Early Access, Crafting, Mechs, Base Building, Sci-fi, Massively Multiplayer, Multiplayer, Sandbox, Open World, Robots"
Eden Rising,1361,"17 May, 2019","Adventure, Open World, Multiplayer, Tower Defense, Action, Co-op, Strategy, Crafting, Indie, Survival, Open World Survival Craft, Free to Play, Exploration, Online Co-Op, Early Access, RPG, Third Person, Sci-fi, Aliens, Stylized"
ZOMBI,2011,"18 Aug, 2015","Zombies, Survival, Action, Survival Horror, First-Person, Horror, Open World, Multiplayer, Adventure, Gore, Singleplayer, FPS, Perma Death, Atmospheric, Violent, Shooter, Crafting, Post-apocalyptic, Co-op, Roguelike"
Gloria Victis - Supporter Pack,11,"23 Nov, 2017","Action, Indie, Massively Multiplayer, RPG, Multiplayer, Historical, Survival, Medieval, Simulation, Realistic, PvP, Adventure, Crafting, Swordplay"
Unto The End,236,"9 Dec, 2020","Action, Adventure, Cinematic, Swordplay, Atmospheric, Exploration, 2D, Singleplayer, Side Scroller, Violent, Combat, Platformer, 2D Platformer, Blood, Short, Medieval, Linear, Crafting, Dark, Real-Time"
The Octots,20,"9 Sep, 2021","Adventure, Sandbox, Third-Person Shooter, Exploration, Third Person, Crafting, Survival, Open World, Resource Management, Early Access, Indie, PvE, Singleplayer, Building"
Totemlands,11,"3 Sep, 2021","Early Access, Cute, Exploration, Building, Colorful, Open World, Crafting, Relaxing, Sandbox, Management, Family Friendly, Collectathon, Singleplayer, 2D, Simulation, Casual, Fishing, Agriculture, Farming Sim, Character Customization"
EEP  16 Expert Eisenbahn Aufbau- und Steuerungssimulation,19,"6 Nov, 2019","Simulation, Trains, Crafting, Relaxing, Building"
心境 VR / Mind VR Exploration,33,"6 Oct, 2020","Casual, Education, Immersive Sim, Life Sim, Exploration, Adventure, Visual Novel, Clicker, Crafting, VR, Experimental, Indie, Simulation, 6DOF, Singleplayer"
Amber's Magic Shop,35,"8 Jun, 2017","Sexual Content, Adventure, Visual Novel, Female Protagonist, LGBTQ+, Crafting, Otome, Dating Sim, Choices Matter, Anime, Romance, Simulation, Dark Fantasy, Comedy, Dark, Singleplayer, Nudity, Casual, Point & Click, Choose Your Own Adventure"
